cbsa,metro_name,yr,qtr,index_nsa,index_sa
10580,"Albany-Schenectady-Troy, NY",1991,1,100.00,100.00
10580,"Albany-Schenectady-Troy, NY",1991,2,99.85,100.31
10580,"Albany-Schenectady-Troy, NY",1991,3,100.20,100.42
10580,"Albany-Schenectady-Troy, NY",1991,4,99.83,98.80
10580,"Albany-Schenectady-Troy, NY",1992,1,102.80,102.86
10580,"Albany-Schenectady-Troy, NY",1992,2,100.71,101.13
10580,"Albany-Schenectady-Troy, NY",1992,3,101.03,101.23
10580,"Albany-Schenectady-Troy, NY",1992,4,103.55,102.48
10580,"Albany-Schenectady-Troy, NY",1993,1,101.97,102.19
10580,"Albany-Schenectady-Troy, NY",1993,2,99.82,100.08
10580,"Albany-Schenectady-Troy, NY",1993,3,100.05,100.18
10580,"Albany-Schenectady-Troy, NY",1993,4,99.32,98.41
10580,"Albany-Schenectady-Troy, NY",1994,1,97.75,98.11
10580,"Albany-Schenectady-Troy, NY",1994,2,98.13,98.18
10580,"Albany-Schenectady-Troy, NY",1994,3,97.10,97.12
10580,"Albany-Schenectady-Troy, NY",1994,4,98.61,97.91
10580,"Albany-Schenectady-Troy, NY",1995,1,95.78,96.26
10580,"Albany-Schenectady-Troy, NY",1995,2,94.79,94.61
10580,"Albany-Schenectady-Troy, NY",1995,3,94.85,94.76
10580,"Albany-Schenectady-Troy, NY",1995,4,94.56,94.11
10580,"Albany-Schenectady-Troy, NY",1996,1,91.79,92.32
10580,"Albany-Schenectady-Troy, NY",1996,2,93.78,93.47
10580,"Albany-Schenectady-Troy, NY",1996,3,92.40,92.13
10580,"Albany-Schenectady-Troy, NY",1996,4,91.28,91.07
10580,"Albany-Schenectady-Troy, NY",1997,1,93.13,93.71
10580,"Albany-Schenectady-Troy, NY",1997,2,94.83,94.48
10580,"Albany-Schenectady-Troy, NY",1997,3,92.60,92.13
10580,"Albany-Schenectady-Troy, NY",1997,4,91.91,91.85
10580,"Albany-Schenectady-Troy, NY",1998,1,91.25,91.84
10580,"Albany-Schenectady-Troy, NY",1998,2,90.87,90.59
10580,"Albany-Schenectady-Troy, NY",1998,3,93.94,93.24
10580,"Albany-Schenectady-Troy, NY",1998,4,93.82,93.85
10580,"Albany-Schenectady-Troy, NY",1999,1,93.07,93.74
10580,"Albany-Schenectady-Troy, NY",1999,2,94.40,94.23
10580,"Albany-Schenectady-Troy, NY",1999,3,95.74,94.80
10580,"Albany-Schenectady-Troy, NY",1999,4,95.09,95.11
10580,"Albany-Schenectady-Troy, NY",2000,1,96.11,96.95
10580,"Albany-Schenectady-Troy, NY",2000,2,97.95,97.88
10580,"Albany-Schenectady-Troy, NY",2000,3,100.26,99.07
10580,"Albany-Schenectady-Troy, NY",2000,4,100.68,100.63
10580,"Albany-Schenectady-Troy, NY",2001,1,99.65,100.74
10580,"Albany-Schenectady-Troy, NY",2001,2,103.98,103.90
10580,"Albany-Schenectady-Troy, NY",2001,3,107.60,106.13
10580,"Albany-Schenectady-Troy, NY",2001,4,107.80,107.72
10580,"Albany-Schenectady-Troy, NY",2002,1,108.22,109.68
10580,"Albany-Schenectady-Troy, NY",2002,2,111.74,111.51
10580,"Albany-Schenectady-Troy, NY",2002,3,115.78,114.10
10580,"Albany-Schenectady-Troy, NY",2002,4,117.86,117.81
10580,"Albany-Schenectady-Troy, NY",2003,1,120.33,122.16
10580,"Albany-Schenectady-Troy, NY",2003,2,126.55,126.10
10580,"Albany-Schenectady-Troy, NY",2003,3,132.64,130.67
10580,"Albany-Schenectady-Troy, NY",2003,4,136.13,136.17
10580,"Albany-Schenectady-Troy, NY",2004,1,136.00,138.22
10580,"Albany-Schenectady-Troy, NY",2004,2,144.31,143.59
10580,"Albany-Schenectady-Troy, NY",2004,3,151.60,149.32
10580,"Albany-Schenectady-Troy, NY",2004,4,153.82,154.01
10580,"Albany-Schenectady-Troy, NY",2005,1,155.75,158.32
10580,"Albany-Schenectady-Troy, NY",2005,2,165.55,164.60
10580,"Albany-Schenectady-Troy, NY",2005,3,170.56,168.00
10580,"Albany-Schenectady-Troy, NY",2005,4,170.73,170.97
10580,"Albany-Schenectady-Troy, NY",2006,1,173.79,176.74
10580,"Albany-Schenectady-Troy, NY",2006,2,180.88,179.73
10580,"Albany-Schenectady-Troy, NY",2006,3,179.97,177.31
10580,"Albany-Schenectady-Troy, NY",2006,4,181.10,181.31
10580,"Albany-Schenectady-Troy, NY",2007,1,179.54,182.72
10580,"Albany-Schenectady-Troy, NY",2007,2,181.92,180.57
10580,"Albany-Schenectady-Troy, NY",2007,3,184.30,181.83
10580,"Albany-Schenectady-Troy, NY",2007,4,180.88,180.81
10580,"Albany-Schenectady-Troy, NY",2008,1,177.41,180.74
10580,"Albany-Schenectady-Troy, NY",2008,2,180.48,178.96
10580,"Albany-Schenectady-Troy, NY",2008,3,182.42,180.30
10580,"Albany-Schenectady-Troy, NY",2008,4,178.35,177.98
10580,"Albany-Schenectady-Troy, NY",2009,1,171.20,174.48
10580,"Albany-Schenectady-Troy, NY",2009,2,176.70,175.15
10580,"Albany-Schenectady-Troy, NY",2009,3,176.32,174.57
10580,"Albany-Schenectady-Troy, NY",2009,4,175.09,174.45
10580,"Albany-Schenectady-Troy, NY",2010,1,170.82,174.10
10580,"Albany-Schenectady-Troy, NY",2010,2,178.45,176.89
10580,"Albany-Schenectady-Troy, NY",2010,3,174.93,173.39
10580,"Albany-Schenectady-Troy, NY",2010,4,174.73,174.02
10580,"Albany-Schenectady-Troy, NY",2011,1,164.70,167.66
10580,"Albany-Schenectady-Troy, NY",2011,2,173.48,172.08
10580,"Albany-Schenectady-Troy, NY",2011,3,168.32,166.90
10580,"Albany-Schenectady-Troy, NY",2011,4,168.58,167.99
10580,"Albany-Schenectady-Troy, NY",2012,1,168.09,170.76
10580,"Albany-Schenectady-Troy, NY",2012,2,169.40,168.29
10580,"Albany-Schenectady-Troy, NY",2012,3,171.54,169.90
10580,"Albany-Schenectady-Troy, NY",2012,4,170.58,170.39
10580,"Albany-Schenectady-Troy, NY",2013,1,167.94,170.14
10580,"Albany-Schenectady-Troy, NY",2013,2,172.57,171.74
10580,"Albany-Schenectady-Troy, NY",2013,3,174.81,172.82
10580,"Albany-Schenectady-Troy, NY",2013,4,173.10,173.33
10580,"Albany-Schenectady-Troy, NY",2014,1,170.19,172.16
10580,"Albany-Schenectady-Troy, NY",2014,2,172.75,172.02
10580,"Albany-Schenectady-Troy, NY",2014,3,175.89,173.57
10580,"Albany-Schenectady-Troy, NY",2014,4,173.55,174.26
10580,"Albany-Schenectady-Troy, NY",2015,1,174.08,175.86
10580,"Albany-Schenectady-Troy, NY",2015,2,175.27,174.53
10580,"Albany-Schenectady-Troy, NY",2015,3,177.32,174.84
10580,"Albany-Schenectady-Troy, NY",2015,4,172.91,173.89
10580,"Albany-Schenectady-Troy, NY",2016,1,176.39,178.11
10580,"Albany-Schenectady-Troy, NY",2016,2,182.42,181.55
10580,"Albany-Schenectady-Troy, NY",2016,3,182.10,179.48
10580,"Albany-Schenectady-Troy, NY",2016,4,182.61,183.95
10580,"Albany-Schenectady-Troy, NY",2017,1,179.63,181.20
10580,"Albany-Schenectady-Troy, NY",2017,2,185.43,184.47
10580,"Albany-Schenectady-Troy, NY",2017,3,190.35,187.76
10580,"Albany-Schenectady-Troy, NY",2017,4,187.56,188.83
10580,"Albany-Schenectady-Troy, NY",2018,1,191.48,193.34
10580,"Albany-Schenectady-Troy, NY",2018,2,191.23,189.98
10580,"Albany-Schenectady-Troy, NY",2018,3,194.77,192.25
10580,"Albany-Schenectady-Troy, NY",2018,4,193.17,194.44
10580,"Albany-Schenectady-Troy, NY",2019,1,192.09,194.19
10580,"Albany-Schenectady-Troy, NY",2019,2,197.35,195.68
10580,"Albany-Schenectady-Troy, NY",2019,3,198.39,196.04
10580,"Albany-Schenectady-Troy, NY",2019,4,194.22,195.27
10580,"Albany-Schenectady-Troy, NY",2020,1,197.95,200.68
10580,"Albany-Schenectady-Troy, NY",2020,2,204.91,202.68
10580,"Albany-Schenectady-Troy, NY",2020,3,211.68,209.19
10580,"Albany-Schenectady-Troy, NY",2020,4,220.84,222.03
10580,"Albany-Schenectady-Troy, NY",2021,1,222.84,226.46
10580,"Albany-Schenectady-Troy, NY",2021,2,240.83,237.64
10580,"Albany-Schenectady-Troy, NY",2021,3,247.49,244.67
10580,"Albany-Schenectady-Troy, NY",2021,4,249.07,250.22
10580,"Albany-Schenectady-Troy, NY",2022,1,255.28,260.13
10580,"Albany-Schenectady-Troy, NY",2022,2,273.27,269.17
10580,"Albany-Schenectady-Troy, NY",2022,3,267.08,263.97
10580,"Albany-Schenectady-Troy, NY",2022,4,265.11,266.36
10580,"Albany-Schenectady-Troy, NY",2023,1,266.01,271.29
10580,"Albany-Schenectady-Troy, NY",2023,2,286.50,282.07
10580,"Albany-Schenectady-Troy, NY",2023,3,298.86,295.42
10580,"Albany-Schenectady-Troy, NY",2023,4,299.51,300.77
10580,"Albany-Schenectady-Troy, NY",2024,1,295.29,301.19
10580,"Albany-Schenectady-Troy, NY",2024,2,312.36,307.67
10580,"Albany-Schenectady-Troy, NY",2024,3,317.81,314.17
10580,"Albany-Schenectady-Troy, NY",2024,4,316.93,318.12
10580,"Albany-Schenectady-Troy, NY",2025,1,321.44,327.71
10580,"Albany-Schenectady-Troy, NY",2025,2,331.40,326.67
10580,"Albany-Schenectady-Troy, NY",2025,3,326.82,323.19
10580,"Albany-Schenectady-Troy, NY",2025,4,334.49,335.50
10740,"Albuquerque, NM",1991,1,100.00,100.00
10740,"Albuquerque, NM",1991,2,101.40,100.76
10740,"Albuquerque, NM",1991,3,101.36,101.24
10740,"Albuquerque, NM",1991,4,102.77,102.75
10740,"Albuquerque, NM",1992,1,105.71,105.73
10740,"Albuquerque, NM",1992,2,106.63,105.99
10740,"Albuquerque, NM",1992,3,107.60,107.39
10740,"Albuquerque, NM",1992,4,109.80,109.82
10740,"Albuquerque, NM",1993,1,111.35,111.42
10740,"Albuquerque, NM",1993,2,115.53,114.85
10740,"Albuquerque, NM",1993,3,118.07,117.73
10740,"Albuquerque, NM",1993,4,121.46,121.49
10740,"Albuquerque, NM",1994,1,125.59,125.77
10740,"Albuquerque, NM",1994,2,129.55,128.73
10740,"Albuquerque, NM",1994,3,133.29,132.85
10740,"Albuquerque, NM",1994,4,134.48,134.55
10740,"Albuquerque, NM",1995,1,135.56,135.82
10740,"Albuquerque, NM",1995,2,137.91,137.00
10740,"Albuquerque, NM",1995,3,139.64,139.15
10740,"Albuquerque, NM",1995,4,138.34,138.40
10740,"Albuquerque, NM",1996,1,138.95,139.27
10740,"Albuquerque, NM",1996,2,141.43,140.47
10740,"Albuquerque, NM",1996,3,140.11,139.67
10740,"Albuquerque, NM",1996,4,139.91,139.92
10740,"Albuquerque, NM",1997,1,139.39,139.68
10740,"Albuquerque, NM",1997,2,141.24,140.30
10740,"Albuquerque, NM",1997,3,139.22,138.85
10740,"Albuquerque, NM",1997,4,139.97,139.90
10740,"Albuquerque, NM",1998,1,139.51,139.78
10740,"Albuquerque, NM",1998,2,140.58,139.70
10740,"Albuquerque, NM",1998,3,141.13,140.79
10740,"Albuquerque, NM",1998,4,141.30,141.13
10740,"Albuquerque, NM",1999,1,142.03,142.33
10740,"Albuquerque, NM",1999,2,143.01,142.23
10740,"Albuquerque, NM",1999,3,142.63,142.20
10740,"Albuquerque, NM",1999,4,143.25,143.03
10740,"Albuquerque, NM",2000,1,142.17,142.51
10740,"Albuquerque, NM",2000,2,142.93,142.23
10740,"Albuquerque, NM",2000,3,143.30,142.74
10740,"Albuquerque, NM",2000,4,141.89,141.69
10740,"Albuquerque, NM",2001,1,144.85,145.29
10740,"Albuquerque, NM",2001,2,146.61,145.94
10740,"Albuquerque, NM",2001,3,147.61,146.83
10740,"Albuquerque, NM",2001,4,147.69,147.59
10740,"Albuquerque, NM",2002,1,147.60,148.09
10740,"Albuquerque, NM",2002,2,151.44,150.76
10740,"Albuquerque, NM",2002,3,154.16,153.16
10740,"Albuquerque, NM",2002,4,155.71,155.77
10740,"Albuquerque, NM",2003,1,155.34,155.86
10740,"Albuquerque, NM",2003,2,159.48,158.76
10740,"Albuquerque, NM",2003,3,161.88,160.66
10740,"Albuquerque, NM",2003,4,163.57,163.83
10740,"Albuquerque, NM",2004,1,167.34,167.89
10740,"Albuquerque, NM",2004,2,171.14,170.35
10740,"Albuquerque, NM",2004,3,175.79,174.30
10740,"Albuquerque, NM",2004,4,177.68,178.14
10740,"Albuquerque, NM",2005,1,184.84,185.43
10740,"Albuquerque, NM",2005,2,193.49,192.64
10740,"Albuquerque, NM",2005,3,202.99,201.07
10740,"Albuquerque, NM",2005,4,208.11,208.75
10740,"Albuquerque, NM",2006,1,216.45,217.28
10740,"Albuquerque, NM",2006,2,225.75,224.73
10740,"Albuquerque, NM",2006,3,232.03,229.72
10740,"Albuquerque, NM",2006,4,235.02,235.63
10740,"Albuquerque, NM",2007,1,236.97,238.13
10740,"Albuquerque, NM",2007,2,239.85,238.71
10740,"Albuquerque, NM",2007,3,240.40,238.07
10740,"Albuquerque, NM",2007,4,233.52,233.71
10740,"Albuquerque, NM",2008,1,231.18,232.72
10740,"Albuquerque, NM",2008,2,230.26,229.14
10740,"Albuquerque, NM",2008,3,228.98,226.75
10740,"Albuquerque, NM",2008,4,220.67,220.56
10740,"Albuquerque, NM",2009,1,212.96,214.71
10740,"Albuquerque, NM",2009,2,215.90,214.80
10740,"Albuquerque, NM",2009,3,214.17,211.96
10740,"Albuquerque, NM",2009,4,214.15,213.94
10740,"Albuquerque, NM",2010,1,210.07,212.20
10740,"Albuquerque, NM",2010,2,207.91,206.59
10740,"Albuquerque, NM",2010,3,204.38,202.14
10740,"Albuquerque, NM",2010,4,201.72,201.69
10740,"Albuquerque, NM",2011,1,194.08,196.34
10740,"Albuquerque, NM",2011,2,191.27,189.65
10740,"Albuquerque, NM",2011,3,193.90,191.73
10740,"Albuquerque, NM",2011,4,189.58,189.76
10740,"Albuquerque, NM",2012,1,189.20,191.65
10740,"Albuquerque, NM",2012,2,197.58,195.52
10740,"Albuquerque, NM",2012,3,199.13,196.78
10740,"Albuquerque, NM",2012,4,193.34,193.79
10740,"Albuquerque, NM",2013,1,194.98,197.74
10740,"Albuquerque, NM",2013,2,202.17,199.65
10740,"Albuquerque, NM",2013,3,200.45,198.13
10740,"Albuquerque, NM",2013,4,197.48,198.04
10740,"Albuquerque, NM",2014,1,196.84,199.80
10740,"Albuquerque, NM",2014,2,204.76,201.90
10740,"Albuquerque, NM",2014,3,204.66,202.51
10740,"Albuquerque, NM",2014,4,204.15,204.62
10740,"Albuquerque, NM",2015,1,202.70,205.77
10740,"Albuquerque, NM",2015,2,207.43,204.45
10740,"Albuquerque, NM",2015,3,212.30,210.36
10740,"Albuquerque, NM",2015,4,208.27,208.57
10740,"Albuquerque, NM",2016,1,205.15,207.96
10740,"Albuquerque, NM",2016,2,216.47,213.68
10740,"Albuquerque, NM",2016,3,216.65,214.72
10740,"Albuquerque, NM",2016,4,218.78,219.11
10740,"Albuquerque, NM",2017,1,217.17,219.70
10740,"Albuquerque, NM",2017,2,223.10,220.59
10740,"Albuquerque, NM",2017,3,224.95,222.94
10740,"Albuquerque, NM",2017,4,227.47,228.03
10740,"Albuquerque, NM",2018,1,227.50,229.56
10740,"Albuquerque, NM",2018,2,232.74,230.51
10740,"Albuquerque, NM",2018,3,235.28,233.07
10740,"Albuquerque, NM",2018,4,232.52,233.39
10740,"Albuquerque, NM",2019,1,237.68,239.33
10740,"Albuquerque, NM",2019,2,244.95,242.87
10740,"Albuquerque, NM",2019,3,249.23,246.77
10740,"Albuquerque, NM",2019,4,248.30,249.53
10740,"Albuquerque, NM",2020,1,255.40,256.84
10740,"Albuquerque, NM",2020,2,262.48,260.41
10740,"Albuquerque, NM",2020,3,272.39,269.54
10740,"Albuquerque, NM",2020,4,279.23,280.86
10740,"Albuquerque, NM",2021,1,289.86,291.39
10740,"Albuquerque, NM",2021,2,306.23,303.75
10740,"Albuquerque, NM",2021,3,319.52,316.09
10740,"Albuquerque, NM",2021,4,326.65,328.76
10740,"Albuquerque, NM",2022,1,339.44,341.26
10740,"Albuquerque, NM",2022,2,359.38,356.21
10740,"Albuquerque, NM",2022,3,360.52,356.72
10740,"Albuquerque, NM",2022,4,362.59,365.18
10740,"Albuquerque, NM",2023,1,364.30,366.13
10740,"Albuquerque, NM",2023,2,376.14,372.56
10740,"Albuquerque, NM",2023,3,384.82,380.96
10740,"Albuquerque, NM",2023,4,382.69,385.69
10740,"Albuquerque, NM",2024,1,387.33,389.03
10740,"Albuquerque, NM",2024,2,394.27,390.28
10740,"Albuquerque, NM",2024,3,397.66,393.91
10740,"Albuquerque, NM",2024,4,392.92,396.30
10740,"Albuquerque, NM",2025,1,403.85,405.19
10740,"Albuquerque, NM",2025,2,416.30,412.03
10740,"Albuquerque, NM",2025,3,406.08,402.47
10740,"Albuquerque, NM",2025,4,402.47,406.10
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,1,100.00,100.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,2,100.40,100.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,3,102.35,101.64
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,4,99.77,100.09
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,1,102.27,102.32
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,2,101.89,101.51
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,3,101.42,100.70
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,4,99.74,100.01
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,1,99.78,99.96
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,2,100.64,100.18
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,3,100.08,99.37
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,4,101.71,101.92
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,1,99.93,100.25
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,2,100.77,100.23
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,3,100.48,99.77
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,4,98.73,98.88
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,1,98.07,98.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,2,98.47,97.92
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,3,98.60,97.86
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,4,98.04,98.21
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,1,97.15,97.58
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,2,99.66,99.12
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,3,99.86,99.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,4,97.59,97.79
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,1,99.97,100.39
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,2,98.51,98.02
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,3,99.73,98.91
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,4,98.96,99.17
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,1,100.05,100.43
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,2,100.69,100.23
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,3,101.84,101.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,4,101.34,101.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,1,102.22,102.60
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,2,104.73,104.29
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,3,105.76,104.97
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,4,105.55,105.59
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,1,107.32,107.77
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,2,108.62,108.18
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,3,111.38,110.59
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,4,113.41,113.32
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,1,114.12,114.70
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,2,116.92,116.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,3,118.17,117.29
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,4,119.82,119.61
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,1,120.94,121.69
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,2,124.93,124.50
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,3,128.29,127.23
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,4,131.40,131.14
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,1,133.94,134.88
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,2,138.96,138.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,3,143.85,142.52
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,4,145.68,145.47
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,1,148.58,149.72
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,2,154.39,153.77
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,3,161.22,159.64
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,4,165.98,165.88
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,1,166.16,167.44
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,2,175.08,174.34
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,3,182.88,181.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,4,187.42,187.32
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,1,190.91,192.53
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,2,196.59,195.63
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,3,198.49,196.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,4,197.25,197.08
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,1,200.37,202.25
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,2,205.37,204.28
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,3,200.11,198.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,4,198.00,197.67
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,1,191.36,193.53
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,2,187.35,186.21
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,3,186.09,184.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,4,182.47,182.14
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,1,173.24,175.53
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,2,175.17,173.93
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,3,174.61,172.53
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,4,171.28,170.97
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,1,170.58,173.29
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,2,169.11,167.57
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,3,166.62,164.54
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,4,162.05,161.84
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,1,154.52,157.30
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,2,157.60,155.82
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,3,157.58,155.55
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,4,152.76,152.70
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,1,150.39,153.30
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,2,156.00,154.03
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,3,154.39,152.26
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,4,153.58,153.72
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,1,152.74,155.72
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,2,159.28,157.27
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,3,157.67,155.31
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,4,159.51,159.81
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,1,155.08,158.03
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,2,162.53,160.62
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,3,164.32,161.72
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,4,159.93,160.30
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,1,157.36,160.21
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,2,160.49,158.80
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,3,164.86,162.19
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,4,161.83,162.25
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,1,161.79,164.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,2,167.08,165.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,3,170.38,167.69
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,4,167.70,168.15
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,1,166.76,169.28
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,2,174.06,172.45
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,3,177.38,174.84
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,4,178.90,179.36
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,1,178.16,180.58
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,2,183.77,182.01
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,3,185.60,183.36
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,4,184.70,185.03
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,1,186.73,189.11
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,2,192.49,190.52
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,3,192.67,190.68
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,4,192.68,192.99
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,1,196.19,198.54
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,2,198.39,196.21
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,3,210.60,208.69
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,4,218.18,218.63
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,1,225.34,227.85
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,2,239.70,236.81
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,3,249.62,247.69
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,4,256.33,257.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022,1,262.17,264.61
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022,2,275.28,271.76
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022,3,278.00,276.23
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022,4,277.67,278.95
10900,"Allentown-Bethlehem-Easton, PA-NJ",2023,1,277.65,279.56
10900,"Allentown-Bethlehem-Easton, PA-NJ",2023,2,295.59,291.70
10900,"Allentown-Bethlehem-Easton, PA-NJ",2023,3,301.67,300.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2023,4,299.20,301.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,1,316.83,318.15
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,2,319.71,315.55
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,3,314.41,313.16
