model,n_training_cities,features,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,pr_auc_baseline
"Model 2 (generalization/scoring, target=collapse_onset_confirmed, event+near-miss population)",84,"price_to_income_lag, price_to_income_5yr_chg, zhvi_yoy_lag, zhvi_qoq_lag, three-year_home_price_growth_trend, hpi_yoy_lag, hpi_3yr_chg_lag, pop_velocity_lag, pop_acceleration_lag, zori_yoy_lag, unemployment_rate_lag, inv_qoq_lag, sp500_yoy_lag, qcew_wage_yoy_lag, qcew_emp_yoy_lag",0.45,0.9574468085106383,0.3684210526315789,0.7777777777777778,0.5,0.9298611111111111,0.44492948831184126,0.02735562310030395
